Chemical Formula,Trace,State,Date
QC5,['5CQ'],Liquid,2021-05-26 23:56:13
4AS,"['SA4', 'S4A', '4SA']",Solid,2017-06-05 01:04:38
Y6T,['Y6T'],Solid,2014-06-10 14:42:15
6UK,"['6UK', 'K6U']",Liquid,2019-09-18 02:13:12
GN0,"['N0G', '0GN']",Liquid,2017-07-08 05:06:57
NB5,[],Solid,2021-02-27 19:01:22
G2L,"['LG2', '2GL', '2GL']",Liquid,2019-11-21 23:31:55
9AE,[],Solid,2021-08-03 18:53:12
1TE,[],Gas,2017-05-14 13:26:45
B7S,['7BS'],Liquid,2013-01-22 14:01:06
ZF5,"['FZ5', 'Z5F', 'F5Z']",Gas,2018-03-19 13:39:08
1FH,['HF1'],Solid,2019-11-29 16:52:54
ZX5,"['ZX5', 'X5Z']",Liquid,2019-10-29 23:25:02
KK3,[],Solid,2016-06-04 00:33:48
G2X,"['GX2', '2GX', 'GX2']",Solid,2011-07-19 02:52:28
SI0,"['0SI', 'I0S', 'I0S']",Solid,2020-12-01 22:48:45
D0K,"['0KD', 'D0K', '0KD']",Solid,2018-05-29 04:39:10
6ZC,['C6Z'],Solid,2012-07-29 13:02:21
AB2,"['BA2', 'B2A']",Liquid,2016-12-08 14:16:17
V9E,"['EV9', 'EV9', 'E9V']",Gas,2014-09-04 02:18:48
2MB,"['B2M', 'BM2']",Gas,2021-04-29 22:48:23
JA4,"['4JA', '4AJ', 'J4A']",Liquid,2019-05-13 03:01:04
P1G,['G1P'],Solid,2017-01-21 22:48:00
YJ8,[],Gas,2014-10-17 21:21:49
2HW,"['WH2', '2HW', '2WH']",Gas,2011-09-26 10:57:05
C1B,"['CB1', 'CB1']",Solid,2014-01-04 21:07:01
5OX,['OX5'],Liquid,2013-03-23 11:45:08
FJ6,"['FJ6', 'JF6', '6JF']",Gas,2012-04-21 04:39:42
B1A,"['BA1', 'BA1', 'BA1']",Gas,2011-01-18 09:57:33
Q4T,['T4Q'],Gas,2019-06-13 23:15:46
U2R,[],Solid,2010-09-23 12:34:45
6SE,"['6ES', '6SE', 'SE6']",Solid,2017-06-20 11:45:51
LX7,"['7XL', 'XL7']",Solid,2012-08-23 00:35:25
SE0,['E0S'],Liquid,2017-09-23 02:27:19
OI2,['2OI'],Solid,2018-09-15 16:28:10
MA6,"['M6A', '6MA']",Liquid,2012-07-17 03:13:16
5FB,"['F5B', 'FB5', 'FB5']",Gas,2018-12-12 23:21:54
N0M,[],Gas,2021-04-24 04:46:00
SJ7,"['J7S', '7SJ']",Liquid,2019-06-30 16:18:15
S5Q,"['QS5', '5SQ', '5SQ']",Solid,2019-08-27 01:06:09
BY8,['8BY'],Liquid,2012-12-12 21:39:51
6IQ,"['6QI', '6IQ']",Gas,2019-10-16 19:43:42
BI2,['BI2'],Solid,2018-09-21 03:43:21
AO8,"['8OA', 'AO8', 'OA8']",Liquid,2013-06-18 09:23:36
A6F,"['6AF', 'A6F']",Solid,2017-08-25 04:46:52
4JQ,['JQ4'],Supercritical fluid,2020-03-16 02:31:29
6OQ,"['QO6', '6OQ', 'Q6O']",Gas,2017-12-08 20:15:16
UD8,"['8DU', 'U8D', '8UD']",Gas,2016-07-31 05:32:31
J6U,"['JU6', 'UJ6', 'J6U']",Liquid,2015-01-16 04:21:53
6KW,['6KW'],Gas,2017-03-10 05:15:07
Y5U,[],Gas,2021-05-22 17:15:30
ER3,[],Solid,2014-06-08 18:14:34
B5J,"['J5B', 'J5B', '5BJ']",Liquid,2018-08-20 07:10:53
S2Q,[],Solid,2019-08-02 03:37:11
3NM,[],Solid,2016-10-28 09:59:05
Y3R,"['3RY', 'R3Y']",Solid,2017-03-25 14:16:52
9XE,"['EX9', 'E9X', 'EX9']",Liquid,2015-06-12 13:10:30
WN6,"['WN6', '6NW', '6WN']",Liquid,2012-02-18 23:26:28
T0H,"['TH0', 'H0T', 'T0H']",Solid,2021-02-06 14:55:28
3XG,[],Solid,2016-05-24 01:39:55
A1F,[],Solid,2012-10-09 19:16:07
KI4,"['K4I', '4KI', 'I4K']",Gas,2014-11-16 08:50:57
V3S,"['3VS', '3SV', 'V3S']",Solid,2012-09-06 05:23:55
PA1,['P1A'],Solid,2021-10-26 15:10:43
OT8,[],Gas,2021-02-27 16:26:04
PB7,['7PB'],Solid,2020-01-18 22:09:57
U2O,"['OU2', 'UO2']",Gas,2016-01-25 22:45:26
ZX1,[],Solid,2014-12-15 00:50:43
LU0,"['0UL', 'L0U', '0LU']",Solid,2017-12-16 11:55:05
TN8,"['8TN', 'N8T']",Liquid,2017-06-28 04:46:08
5JY,[],Solid,2012-11-13 08:07:06
RQ4,"['4QR', 'QR4']",Gas,2011-06-26 05:31:47
QY2,['QY2'],Gas,2017-07-07 01:18:34
7DJ,[],Gas,2018-09-18 20:49:39
S2M,"['M2S', '2SM', '2SM']",Gas,2017-01-23 03:56:23
1TY,"['T1Y', 'T1Y', '1YT']",Liquid,2020-10-31 01:47:52
2BT,"['B2T', '2TB']",Liquid,2020-04-10 03:10:34
V1P,['V1P'],Solid,2017-07-14 03:46:47
2JJ,"['2JJ', 'J2J', 'JJ2']",Gas,2016-07-10 00:14:39
9YZ,"['YZ9', 'ZY9', 'YZ9']",Liquid,2016-04-22 22:55:52
A8O,"['O8A', 'AO8']",Solid,2020-12-12 05:47:55
QP7,[],Liquid,2021-09-27 06:02:33
FQ2,"['F2Q', '2QF', '2FQ']",Gas,2017-03-26 13:48:34
UU5,['U5U'],Gas,2010-05-02 18:09:13
3JH,['HJ3'],Solid,2011-12-21 21:01:39
YY9,[],Gas,2020-09-17 21:40:11
J9F,['9FJ'],Solid,2016-09-06 05:16:17
MZ0,"['0MZ', '0MZ', '0MZ']",Gas,2016-06-23 04:24:39
FI3,[],Solid,2021-12-15 01:19:20
8BI,['8IB'],Liquid,2011-05-25 15:43:13
AS2,"['S2A', '2AS', 'AS2']",Solid,2013-01-07 04:28:20
XE5,"['X5E', '5EX']",Gas,2018-07-07 03:38:58
1MH,[],Solid,2020-01-27 17:58:06
4ZB,['4ZB'],Solid,2020-12-30 12:27:43
Q5J,"['J5Q', 'Q5J']",Solid,2014-09-14 16:09:46
M3U,[],Liquid,2020-04-22 18:38:23
SA1,['1SA'],Solid,2018-03-16 03:53:43
MD3,['3DM'],Gas,2015-03-12 22:56:44
J9L,"['9JL', '9LJ', '9LJ']",Liquid,2015-09-08 12:48:35
0CB,"['BC0', 'BC0']",Gas,2015-11-08 11:27:31
1UF,"['UF1', 'FU1', 'UF1']",Gas,2021-12-27 20:07:40
FF1,['FF1'],Gas,2019-10-09 21:08:41
6SY,"['Y6S', '6YS']",Liquid,2019-03-07 10:20:54
7TP,"['7TP', 'PT7']",Solid,2018-11-05 20:12:46
4VQ,[],Liquid,2021-04-15 06:34:15
CK3,"['CK3', 'KC3']",Liquid,2011-04-23 09:26:43
4YH,"['HY4', '4HY', '4HY']",Gas,2010-10-23 05:56:25
I5W,"['W5I', 'WI5']",Liquid,2012-09-18 21:51:41
4GC,"['C4G', 'C4G']",Solid,2017-03-12 22:11:44
6GA,"['6AG', 'G6A']",Solid,2014-05-25 05:16:06
H6T,"['6HT', 'H6T', '6HT']",Liquid,2015-11-29 17:59:02
YK7,"['YK7', 'KY7']",Liquid,2021-07-15 04:26:50
0XX,[],Gas,2019-08-07 20:50:19
WM3,"['WM3', '3WM', 'W3M']",Solid,2013-11-17 18:11:32
2SB,['2SB'],Liquid,2016-05-11 06:06:11
2NY,"['Y2N', 'YN2', '2YN']",Gas,2013-08-22 09:33:15
8TJ,['J8T'],Liquid,2011-12-03 07:08:56
F8V,['V8F'],Gas,2018-12-04 00:51:36
F4Q,[],Liquid,2019-08-28 14:12:43
9YT,[],Liquid,2021-04-17 00:27:47
V2R,"['V2R', '2VR', 'R2V']",Solid,2019-01-26 04:19:47
6WC,['C6W'],Liquid,2020-04-14 21:56:42
LY3,[],Liquid,2013-04-21 22:03:01
VE7,"['7VE', 'VE7', '7VE']",Liquid,2011-10-27 08:12:49
C7W,[],Solid,2012-08-15 15:11:16
T7M,"['M7T', 'M7T']",Solid,2013-08-01 04:39:03
M4Q,[],Liquid,2014-06-15 05:28:50
B6P,[],Gas,2019-03-14 01:17:05
I8N,"['N8I', 'NI8', 'I8N']",Solid,2010-04-08 18:50:57
H4D,['4DH'],Solid,2017-12-26 13:33:27
XX2,['X2X'],Solid,2011-02-08 18:19:57
UB4,['4BU'],Gas,2011-10-06 08:25:42
0KX,"['XK0', 'K0X']",Liquid,2015-12-06 23:21:29
0DE,[],Supercritical fluid,2011-05-30 12:23:56
VY7,[],Gas,2015-08-28 16:46:57
KV8,"['KV8', '8VK']",Solid,2016-11-18 15:37:26
7BB,"['7BB', 'B7B', '7BB']",Liquid,2013-01-06 01:49:34
JQ3,['3QJ'],Gas,2016-03-17 05:44:40
8PO,[],Liquid,2010-12-15 07:17:24
3BL,['L3B'],Solid,2013-10-01 23:08:14
W3D,[],Liquid,2019-08-20 15:16:21
H8H,"['8HH', 'H8H']",Gas,2020-09-16 10:55:21
OS9,"['S9O', 'OS9']",Solid,2015-09-08 17:06:36
1NZ,"['NZ1', '1ZN']",Gas,2011-09-09 04:44:27
A1D,[],Liquid,2017-10-26 04:38:21
7NV,['N7V'],Gas,2016-06-03 13:57:45
Q7N,['7QN'],Liquid,2020-03-23 13:26:38
3WD,['D3W'],Solid,2019-02-12 19:18:07
2WQ,[],Solid,2010-06-16 04:12:52
I4E,[],Solid,2011-11-19 17:47:14
YT6,"['T6Y', 'TY6']",Solid,2017-08-22 17:14:07
LW5,"['5LW', 'W5L', 'W5L']",Gas,2011-09-06 22:49:39
ES5,"['ES5', 'E5S']",Liquid,2010-04-11 00:51:45
WX3,"['X3W', 'XW3', 'WX3']",Liquid,2021-06-21 09:19:17
8LQ,"['LQ8', '8QL', '8LQ']",Gas,2015-07-23 07:06:13
7XJ,"['7XJ', '7JX', 'J7X']",Liquid,2010-11-08 00:39:56
PB2,"['B2P', '2PB', 'P2B']",Solid,2016-11-27 04:12:58
K8Z,[],Liquid,2014-05-31 05:09:35
7RW,['7RW'],Solid,2012-09-11 04:14:58
YY9,"['Y9Y', 'YY9']",Liquid,2018-04-11 17:19:33
QF2,"['F2Q', '2FQ']",Liquid,2010-08-24 18:54:37
R0G,"['G0R', 'GR0']",Solid,2019-12-16 12:13:57
J6K,"['JK6', 'J6K', 'JK6']",Solid,2018-12-25 16:24:17
W0F,"['F0W', 'WF0']",Solid,2021-02-20 07:55:44
Y1Y,"['1YY', 'Y1Y']",Gas,2014-05-29 21:00:36
6QG,"['GQ6', 'G6Q']",Solid,2016-02-13 20:33:04
0PH,"['HP0', '0PH', '0HP']",Liquid,2020-07-06 15:02:24
5KD,[],Gas,2017-01-02 12:15:30
QR3,"['RQ3', 'R3Q', '3QR']",Liquid,2020-09-08 14:22:28
7AS,['S7A'],Gas,2010-08-26 17:05:04
ML6,"['M6L', 'ML6']",Gas,2014-07-30 02:52:17
M9P,['P9M'],Solid,2015-09-20 21:28:15
IN7,"['NI7', '7NI']",Solid,2021-08-22 08:09:10
6TW,"['T6W', '6WT']",Solid,2015-05-17 13:29:14
8KJ,"['JK8', '8KJ']",Supercritical fluid,2015-03-20 12:33:34
IE7,"['IE7', '7IE']",Gas,2012-07-29 12:33:11
F8H,['HF8'],Gas,2016-01-04 09:19:41
1QH,['QH1'],Gas,2016-11-04 05:29:16
V7D,"['VD7', 'DV7', 'DV7']",Liquid,2015-03-13 19:39:46
A8D,"['8DA', '8AD']",Gas,2012-04-28 16:21:50
HJ1,"['J1H', '1HJ', 'H1J']",Liquid,2012-11-05 04:22:54
UB4,"['BU4', 'UB4']",Gas,2018-09-28 11:01:19
MX4,"['XM4', 'M4X', '4MX']",Solid,2011-02-15 06:12:33
9HO,[],Liquid,2014-03-29 09:17:12
U7O,"['UO7', 'UO7', 'OU7']",Gas,2017-12-19 09:39:01
PS9,"['SP9', '9SP', 'S9P']",Gas,2013-07-20 19:10:02
NO3,[],Solid,2010-12-25 18:00:15
N7O,[],Gas,2014-03-23 20:10:48
6PP,"['PP6', 'PP6']",Solid,2016-06-05 12:08:14
9VW,[],Liquid,2020-01-26 16:08:35
WM6,['M6W'],Liquid,2011-07-06 05:43:38
8XZ,"['Z8X', 'X8Z', '8XZ']",Solid,2021-10-02 22:28:46
H0K,"['0HK', 'H0K']",Liquid,2010-02-19 13:00:49
BG3,"['G3B', '3GB']",Liquid,2011-08-25 02:43:51
Y1O,"['YO1', 'YO1', '1OY']",Liquid,2016-11-09 11:45:12
JT5,[],Gas,2010-03-16 15:39:12
T0F,['0TF'],Liquid,2018-09-20 15:28:45
AR0,"['R0A', 'A0R', '0RA']",Gas,2020-10-28 22:02:46
TN1,[],Gas,2013-09-07 19:39:11
D5T,[],Gas,2020-07-29 03:10:59
EB7,['BE7'],Liquid,2010-01-22 09:49:38
T8N,"['T8N', '8NT', 'T8N']",Solid,2013-03-10 20:33:59
3BU,"['B3U', 'UB3']",Liquid,2012-08-24 03:46:44
C8F,"['CF8', 'F8C']",Gas,2016-03-22 20:44:12
RX8,"['X8R', 'XR8']",Gas,2018-03-10 23:47:23
RL9,"['L9R', 'L9R']",Gas,2019-08-10 02:50:47
BX6,[],Gas,2018-09-19 04:14:19
A0Q,"['0QA', 'AQ0', 'A0Q']",Gas,2020-11-22 18:14:24
YG5,"['G5Y', 'Y5G']",Liquid,2020-07-17 01:43:44
I7T,[],Solid,2012-07-14 17:39:24
H2D,['H2D'],Solid,2012-04-05 17:01:07
M1R,[],Solid,2012-09-22 04:04:53
I3S,[],Solid,2018-08-22 08:18:23
4KG,"['4KG', '4GK']",Solid,2012-07-09 10:48:07
W9A,['W9A'],Gas,2018-05-31 02:42:51
5WV,"['WV5', '5WV', 'WV5']",Solid,2019-07-21 18:15:46
5DW,[],Solid,2017-10-10 21:15:29
S1D,[],Gas,2017-05-28 22:27:46
X9P,['PX9'],Gas,2017-03-19 13:15:06
UG6,"['6GU', 'U6G']",Solid,2021-08-01 11:01:37
NG1,"['GN1', 'N1G', 'G1N']",Gas,2020-04-07 14:06:47
CJ3,"['3CJ', 'J3C']",Liquid,2015-04-20 06:51:58
TW5,"['5TW', 'TW5']",Solid,2012-05-15 04:10:07
Y0Q,"['YQ0', 'QY0', 'QY0']",Gas,2017-12-25 21:29:38
G6Z,['Z6G'],Liquid,2017-03-20 18:19:31
N6M,"['6NM', '6MN', '6NM']",Liquid,2012-08-11 00:58:32
L8O,"['OL8', 'O8L', 'OL8']",Solid,2016-11-05 14:50:08
M6V,[],Liquid,2021-11-30 17:28:33
7RC,"['R7C', '7RC', '7CR']",Liquid,2020-12-15 18:12:06
W6M,"['M6W', 'MW6']",Plasma,2015-02-02 16:58:27
1PC,[],Solid,2011-08-07 14:13:56
SD8,['D8S'],Liquid,2020-10-18 06:45:58
I2N,"['IN2', 'NI2']",Solid,2014-09-09 06:23:26
2XK,"['KX2', 'X2K']",Gas,2013-11-11 22:20:16
4PM,"['MP4', 'MP4', '4PM']",Solid,2017-08-02 18:22:15
6XS,"['6XS', 'XS6']",Liquid,2012-11-25 00:15:25
GY3,"['3YG', '3GY', 'G3Y']",Liquid,2015-04-07 08:01:58
O2G,"['2GO', 'OG2']",Gas,2018-11-01 19:56:00
N8A,"['NA8', 'N8A']",Gas,2010-03-31 02:24:26
VA4,['VA4'],Liquid,2020-12-31 03:08:59
TL0,"['L0T', 'TL0']",Liquid,2016-12-20 02:02:28
8DP,['D8P'],Gas,2011-11-29 12:35:40
ET0,"['E0T', 'TE0', 'ET0']",Gas,2020-01-16 18:10:52
4YG,"['YG4', '4YG']",Liquid,2016-04-24 06:54:17
U7C,['7CU'],Liquid,2010-08-30 23:46:25
E0V,[],Liquid,2016-08-13 21:10:07
5NZ,[],Liquid,2018-05-09 19:19:37
OI3,"['I3O', 'OI3']",Liquid,2014-01-14 20:28:06
9TT,[],Solid,2021-03-23 00:15:37
9KN,[],Solid,2019-06-07 09:05:14
NO2,['N2O'],Liquid,2010-09-29 07:54:56
0YM,"['0MY', 'Y0M']",Gas,2014-06-11 16:21:14
2XU,"['2XU', 'UX2']",Solid,2020-06-30 07:46:34
3UI,[],Gas,2012-09-23 02:19:02
8JC,[],Solid,2017-01-18 06:39:49
V9I,"['V9I', '9VI', '9VI']",Liquid,2021-05-29 08:40:52
DR3,['D3R'],Liquid,2013-10-31 20:46:55
Y0S,['Y0S'],Solid,2021-07-29 20:44:59
P2O,"['O2P', 'P2O', 'OP2']",Gas,2014-09-04 04:43:19
3VD,[],Liquid,2018-09-25 13:25:12
A1E,"['A1E', 'EA1', '1AE']",Gas,2021-12-21 17:58:08
O3K,['KO3'],Solid,2018-05-29 02:29:06
K6F,['FK6'],Liquid,2021-09-25 17:56:02
N3U,[],Gas,2015-03-04 12:20:51
SB5,"['S5B', 'SB5', '5BS']",Solid,2017-03-06 07:31:59
KC1,[],Solid,2012-11-10 11:59:00
WU4,"['UW4', '4UW', '4WU']",Solid,2010-03-12 22:07:38
ET8,[],Solid,2020-08-04 00:52:04
X1Y,['1XY'],Liquid,2015-11-02 00:12:34
P6F,['FP6'],Solid,2015-06-30 06:51:55
4WB,[],Liquid,2017-08-06 08:51:57
ZR9,[],Liquid,2012-08-18 06:57:03
2EQ,['2QE'],Solid,2019-09-28 22:54:00
CR7,"['RC7', 'RC7']",Liquid,2010-04-15 18:52:36
K3O,"['K3O', 'O3K']",Gas,2015-08-18 22:48:33
IH3,"['3IH', 'HI3']",Solid,2018-06-26 03:30:15
DB1,"['BD1', 'D1B']",Solid,2016-07-19 10:03:20
VF4,"['V4F', 'FV4']",Liquid,2013-11-01 11:44:34
1OZ,[],Solid,2014-08-18 10:15:42
0CF,['FC0'],Liquid,2021-08-12 22:41:52
K4L,"['4KL', 'K4L']",Gas,2015-07-24 13:41:39
1YU,[],Solid,2013-01-10 09:26:39
8UW,[],Gas,2019-08-11 02:36:52
QZ6,['Z6Q'],Gas,2016-04-23 16:34:37
2RV,[],Solid,2016-04-20 22:40:52
3RB,[],Gas,2011-03-22 05:33:05
2MP,['M2P'],Gas,2018-04-05 10:35:30
0XQ,[],Liquid,2015-11-12 10:33:08
E3A,['3EA'],Gas,2019-05-03 00:40:05
MS6,[],Solid,2016-06-07 16:14:40
4IX,[],Liquid,2011-04-21 08:51:39
8SD,[],Gas,2015-01-30 13:32:01
F6C,"['6CF', 'C6F', '6FC']",Solid,2013-10-23 17:35:35
9KI,['I9K'],Solid,2017-01-30 08:25:32
8TT,"['T8T', 'T8T']",Gas,2015-07-07 05:06:20
4OW,[],Liquid,2013-08-17 14:42:15
MN6,"['M6N', 'M6N']",Liquid,2016-01-22 15:17:56
L1G,[],Solid,2013-01-31 03:21:52
AI6,['AI6'],Solid,2021-09-24 10:20:57
JN7,"['7JN', 'J7N', '7NJ']",Solid,2014-08-22 06:00:16
8AH,"['8AH', '8AH']",Solid,2011-07-21 02:41:51
2HP,"['HP2', 'PH2']",Gas,2019-01-22 16:02:50
QB3,[],Solid,2014-12-10 21:48:25
TA3,"['3TA', '3TA']",Liquid,2017-09-30 17:10:01
H2T,"['2HT', 'T2H', 'H2T']",Liquid,2015-03-10 17:17:14
X1T,[],Liquid,2012-09-21 21:32:14
WE4,[],Solid,2010-10-06 12:37:07
E5T,"['T5E', '5ET', 'E5T']",Gas,2017-09-12 05:21:11
AV4,[],Solid,2020-03-16 10:19:00
PY1,"['PY1', 'YP1']",Liquid,2010-01-12 01:13:12
0TG,[],Liquid,2016-08-04 06:33:28
F6P,['FP6'],Gas,2012-09-22 18:43:31
4PW,['4PW'],Liquid,2011-10-27 16:41:25
AQ5,['QA5'],Liquid,2011-02-06 23:03:20
F5O,[],Liquid,2020-10-23 13:41:24
Z4W,"['W4Z', '4WZ', 'WZ4']",Gas,2011-12-13 03:21:57
P2C,[],Solid,2018-04-29 00:14:16
6UR,"['RU6', 'RU6']",Gas,2016-06-25 18:53:13
ZW8,"['WZ8', '8ZW', 'ZW8']",Liquid,2010-03-08 09:48:16
CC5,"['5CC', '5CC', 'C5C']",Liquid,2015-12-17 11:54:14
5GE,['G5E'],Liquid,2021-10-14 12:53:38
6CK,"['K6C', 'K6C', 'K6C']",Liquid,2021-07-13 17:27:45
E2V,[],Solid,2017-09-12 15:30:40
A6F,[],Gas,2019-11-13 00:46:55
0JB,['0JB'],Liquid,2018-08-04 01:46:31
O0E,"['OE0', 'OE0']",Gas,2013-08-27 15:31:15
4CW,"['CW4', '4CW', '4CW']",Gas,2012-11-08 09:54:40
XZ2,"['XZ2', 'XZ2']",Liquid,2017-06-09 21:39:11
BH4,[],Solid,2010-05-28 21:09:05
2UF,"['FU2', 'UF2']",Solid,2021-12-30 19:44:14
3AW,"['WA3', '3WA', 'W3A']",Gas,2018-03-01 01:19:59
C2O,['CO2'],Gas,2019-09-22 06:02:30
6XJ,"['6XJ', 'X6J']",Solid,2015-09-06 12:15:51
G8O,[],Gas,2020-10-27 15:59:41
3EA,['EA3'],Liquid,2016-04-29 19:11:57
J7A,['AJ7'],Solid,2020-01-05 13:58:48
X9Y,"['XY9', '9XY']",Gas,2018-12-30 21:11:06
3IR,[],Liquid,2017-03-17 16:53:43
E2C,"['CE2', 'CE2', 'C2E']",Gas,2019-01-01 16:44:53
Y9A,"['YA9', 'A9Y', '9YA']",Gas,2016-10-07 20:03:27
CI0,"['C0I', 'IC0']",Liquid,2019-02-25 18:02:03
OW2,[],Liquid,2014-03-25 12:53:55
U8Y,['UY8'],Liquid,2018-01-03 09:30:07
LR5,"['LR5', 'L5R', 'LR5']",Liquid,2013-05-07 15:36:56
8IV,"['8IV', 'V8I', 'V8I']",Gas,2021-09-16 00:48:46
6IJ,[],Solid,2021-09-12 08:32:37
0LH,[],Liquid,2021-11-26 12:38:12
SX7,"['7XS', 'SX7']",Liquid,2018-08-17 12:06:51
ZO4,"['4OZ', 'OZ4', 'O4Z']",Gas,2020-06-30 23:28:38
1US,"['SU1', 'S1U']",Supercritical fluid,2012-01-01 04:48:55
D2P,"['2DP', 'D2P']",Liquid,2014-09-02 07:28:12
D8O,"['OD8', 'OD8']",Gas,2018-08-09 06:54:50
AK8,[],Liquid,2015-10-23 21:50:59
R7G,[],Solid,2016-12-11 05:48:20
6VL,"['V6L', '6VL']",Liquid,2011-10-09 17:21:42
G6X,[],Gas,2010-02-13 04:44:31
W2T,['W2T'],Liquid,2018-11-15 02:00:40
OS8,"['SO8', 'SO8', 'O8S']",Gas,2010-04-17 03:31:10
QU2,"['Q2U', '2UQ']",Solid,2017-01-13 21:38:55
V6S,['S6V'],Liquid,2013-05-25 20:35:09
QV3,['3VQ'],Liquid,2015-06-14 06:56:15
T4F,"['TF4', 'T4F', 'T4F']",Solid,2012-01-19 18:12:08
7PA,['A7P'],Liquid,2013-05-19 05:33:46
TX5,['XT5'],Gas,2018-11-04 15:10:53
Q2W,[],Gas,2010-02-21 11:44:41
NM9,"['NM9', 'MN9', 'NM9']",Solid,2012-12-09 19:09:59
OS4,[],Gas,2018-04-06 20:23:06
Y8B,"['BY8', '8BY']",Gas,2015-04-05 21:30:26
9TJ,['TJ9'],Gas,2010-12-02 21:06:21
2HK,"['KH2', 'K2H', 'HK2']",Solid,2019-12-28 00:58:36
S1V,[],Liquid,2018-02-17 16:58:05
IH9,"['IH9', 'I9H']",Liquid,2018-07-11 19:43:52
0AM,"['0MA', 'MA0', '0MA']",Solid,2014-01-01 05:59:33
5BL,['L5B'],Liquid,2010-04-17 21:05:56
IO0,[],Solid,2018-10-02 03:24:15
3LO,"['3OL', '3OL']",Solid,2020-09-29 19:13:59
IC5,['C5I'],Liquid,2020-11-15 11:52:14
JK2,['KJ2'],Solid,2010-01-19 17:57:10
0OD,"['O0D', '0DO']",Solid,2016-06-21 01:42:14
6YA,['6AY'],Gas,2010-10-17 15:59:14
SM9,['9SM'],Solid,2016-05-08 22:28:23
8RK,"['R8K', '8RK']",Solid,2021-09-01 15:47:11
7LN,"['LN7', 'N7L']",Solid,2014-08-16 20:54:11
T4F,"['FT4', 'FT4']",Liquid,2020-07-28 06:34:21
S9S,"['9SS', 'S9S', 'S9S']",Liquid,2018-05-28 06:48:00
BT3,['TB3'],Solid,2010-09-13 23:31:09
U2W,"['2WU', '2UW', 'W2U']",Gas,2010-10-23 09:14:27
2KE,[],Liquid,2011-03-05 07:41:01
Z1J,"['1ZJ', 'J1Z']",Gas,2021-03-23 09:18:45
1DZ,['DZ1'],Gas,2014-08-12 22:44:07
3NS,[],Liquid,2021-02-11 23:15:08
DC1,"['CD1', 'DC1', '1DC']",Liquid,2012-10-01 09:37:03
D8K,"['8KD', 'K8D']",Liquid,2016-03-04 19:59:18
IK8,"['I8K', 'I8K', '8KI']",Gas,2013-01-18 06:06:04
N4A,"['N4A', 'A4N']",Solid,2015-07-15 18:46:15
Y0W,[],Liquid,2012-03-10 04:51:53
4ZT,"['TZ4', 'ZT4', 'TZ4']",Solid,2016-03-02 09:21:47
M7X,"['X7M', '7XM']",Solid,2011-04-29 05:09:11
M9J,['9MJ'],Liquid,2011-10-10 10:30:25
UU9,[],Gas,2018-11-16 10:02:06
L1C,"['1LC', 'CL1', 'C1L']",Gas,2010-03-08 17:33:46
7FM,['FM7'],Gas,2013-09-21 03:16:50
IJ4,"['IJ4', 'I4J']",Liquid,2020-02-01 13:50:01
S2G,['2SG'],Liquid,2014-09-24 00:47:29
X6R,[],Gas,2017-05-03 00:20:00
R7L,[],Solid,2014-06-21 08:48:10
Z1X,[],Gas,2012-04-25 21:08:12
2DA,"['2AD', '2DA']",Gas,2015-11-22 14:11:15
KC1,"['KC1', 'KC1', 'C1K']",Liquid,2014-05-12 05:00:18
AL1,"['1AL', 'A1L', '1AL']",Gas,2018-04-18 21:36:13
H2Q,"['QH2', 'H2Q']",Solid,2014-10-31 17:45:20
S9I,[],Solid,2017-09-09 02:56:00
A8R,"['8RA', 'AR8', '8RA']",Liquid,2018-05-05 01:57:35
Y3E,['Y3E'],Gas,2021-11-18 23:49:40
7BO,"['B7O', 'OB7', 'OB7']",Liquid,2018-06-19 21:09:08
0YF,"['0FY', 'F0Y', 'Y0F']",Liquid,2019-11-23 10:14:48
L5J,['L5J'],Liquid,2020-01-26 10:37:46
R8A,"['8RA', 'RA8', '8RA']",Gas,2017-05-11 16:47:24
4RW,[],Gas,2014-01-17 04:14:07
GK8,[],Liquid,2013-04-22 22:06:36
8SK,['KS8'],Liquid,2020-04-29 04:23:38
H9L,"['LH9', 'HL9']",Solid,2013-03-17 19:09:39
F5U,[],Gas,2012-11-13 01:26:16
KK9,"['K9K', '9KK']",Solid,2010-11-03 05:14:52
D6Y,"['D6Y', 'DY6']",Liquid,2015-09-30 18:24:04
RG7,[],Plasma,2014-06-01 11:37:00
KO4,"['K4O', 'O4K', '4KO']",Gas,2015-10-12 09:30:04
N2H,['2HN'],Liquid,2017-06-09 00:35:42
2OX,['2XO'],Liquid,2017-12-09 09:47:40
IE0,"['EI0', 'IE0']",Liquid,2018-10-22 00:26:07
E9D,['D9E'],Solid,2020-05-15 16:08:44
MS8,"['SM8', 'SM8']",Liquid,2012-02-13 00:14:40
K5N,[],Gas,2015-02-09 03:58:57
M5S,['SM5'],Solid,2012-03-22 23:39:20
3BE,[],Gas,2020-07-01 17:33:25
D1M,[],Gas,2016-01-11 00:42:16
GE6,[],Solid,2013-02-03 20:07:02
DJ7,[],Liquid,2019-05-11 08:00:40
5CC,"['5CC', '5CC', 'C5C']",Gas,2018-02-07 18:52:56
OW2,"['W2O', 'OW2']",Liquid,2013-12-05 10:27:07
YO0,"['Y0O', 'YO0', 'OY0']",Liquid,2017-09-16 05:04:31
W3P,"['3PW', 'P3W']",Solid,2019-02-15 09:53:22
